id,old_ward_name,old_province,old_district,old_ward_norm,old_province_norm,new_ward_id,new_ward_code,new_ward_name,new_province,new_province_short,confidence,source,created_at
6205,Xã Huy Hạ,Tỉnh Sơn La,Huyện Phù Yên,xa_huy_ha,tinh_son_la,441,03910,Xã Phù Yên,Sơn La,Sơn La,,official,2026-03-31 18:04:07.868329+00
6206,Xã Huy Tường,Tỉnh Sơn La,Huyện Phù Yên,xa_huy_tuong,tinh_son_la,441,03910,Xã Phù Yên,Sơn La,Sơn La,,official,2026-03-31 18:04:07.868329+00
6207,Xã Huy Tân,Tỉnh Sơn La,Huyện Phù Yên,xa_huy_tan,tinh_son_la,441,03910,Xã Phù Yên,Sơn La,Sơn La,,official,2026-03-31 18:04:07.868329+00
6208,Xã Huy Thượng,Tỉnh Sơn La,Huyện Phù Yên,xa_huy_thuong,tinh_son_la,441,03910,Xã Phù Yên,Sơn La,Sơn La,,official,2026-03-31 18:04:07.868329+00
6209,Xã Yên Thường,Thành phố Hà Nội,Huyện Gia Lâm,xa_yen_thuong,thanh_pho_ha_noi,44,00541,Xã Phù Đổng,Thành phố Hà Nội,Hà Nội,,official,2026-03-31 18:04:07.868329+00
6210,Xã Yên Viên,Thành phố Hà Nội,Huyện Gia Lâm,xa_yen_vien,thanh_pho_ha_noi,44,00541,Xã Phù Đổng,Thành phố Hà Nội,Hà Nội,,official,2026-03-31 18:04:07.868329+00
6211,Xã Thiên Đức,Thành phố Hà Nội,Huyện Gia Lâm,xa_thien_duc,thanh_pho_ha_noi,44,00541,Xã Phù Đổng,Thành phố Hà Nội,Hà Nội,,official,2026-03-31 18:04:07.868329+00
6212,Xã Ninh Hiệp,Thành phố Hà Nội,Huyện Gia Lâm,xa_ninh_hiep,thanh_pho_ha_noi,44,00541,Xã Phù Đổng,Thành phố Hà Nội,Hà Nội,,official,2026-03-31 18:04:07.868329+00
6213,Xã Phù Đổng,Thành phố Hà Nội,Huyện Gia Lâm,xa_phu_dong,thanh_pho_ha_noi,44,00541,Xã Phù Đổng,Thành phố Hà Nội,Hà Nội,,official,2026-03-31 18:04:07.868329+00
6214,Thị trấn Yên Viên,Thành phố Hà Nội,Huyện Gia Lâm,thi_tran_yen_vien,thanh_pho_ha_noi,44,00541,Xã Phù Đổng,Thành phố Hà Nội,Hà Nội,,official,2026-03-31 18:04:07.868329+00
6215,Xã Phùng Nguyên,Tỉnh Phú Thọ,Huyện Lâm Thao,xa_phung_nguyen,tinh_phu_tho,863,08521,Xã Phùng Nguyên,Phú Thọ,Phú Thọ,,official,2026-03-31 18:04:07.868329+00
6216,Xã Tứ Xã,Tỉnh Phú Thọ,Huyện Lâm Thao,xa_tu_xa,tinh_phu_tho,863,08521,Xã Phùng Nguyên,Phú Thọ,Phú Thọ,,official,2026-03-31 18:04:07.868329+00
6217,Xã Sơn Vi,Tỉnh Phú Thọ,Huyện Lâm Thao,xa_son_vi,tinh_phu_tho,863,08521,Xã Phùng Nguyên,Phú Thọ,Phú Thọ,,official,2026-03-31 18:04:07.868329+00
6218,Xã Phú Thọ,Tỉnh An Giang,Huyện Phú Tân,xa_phu_tho,tinh_an_giang,3073,30436,Xã Phú An,An Giang,An Giang,,official,2026-03-31 18:04:07.868329+00
6219,Xã Phú Xuân,Tỉnh An Giang,Huyện Phú Tân,xa_phu_xuan,tinh_an_giang,3073,30436,Xã Phú An,An Giang,An Giang,,official,2026-03-31 18:04:07.868329+00
6220,Xã Phú An,Tỉnh An Giang,Huyện Phú Tân,xa_phu_an,tinh_an_giang,3073,30436,Xã Phú An,An Giang,An Giang,,official,2026-03-31 18:04:07.868329+00
6221,Xã Xuân Phương,Tỉnh Thái Nguyên,Huyện Phú Bình,xa_xuan_phuong,tinh_thai_nguyen,633,05908,Xã Phú Bình,Thái Nguyên,Thái Nguyên,,official,2026-03-31 18:04:07.868329+00
6222,Xã Úc Kỳ,Tỉnh Thái Nguyên,Huyện Phú Bình,xa_uc_ky,tinh_thai_nguyen,633,05908,Xã Phú Bình,Thái Nguyên,Thái Nguyên,,official,2026-03-31 18:04:07.868329+00
6223,Xã Nhã Lộng,Tỉnh Thái Nguyên,Huyện Phú Bình,xa_nha_long,tinh_thai_nguyen,633,05908,Xã Phú Bình,Thái Nguyên,Thái Nguyên,,official,2026-03-31 18:04:07.868329+00
6224,Xã Bảo Lý,Tỉnh Thái Nguyên,Huyện Phú Bình,xa_bao_ly,tinh_thai_nguyen,633,05908,Xã Phú Bình,Thái Nguyên,Thái Nguyên,,official,2026-03-31 18:04:07.868329+00
6225,Thị trấn Hương Sơn,Tỉnh Thái Nguyên,Huyện Phú Bình,thi_tran_huong_son,tinh_thai_nguyen,633,05908,Xã Phú Bình,Thái Nguyên,Thái Nguyên,,official,2026-03-31 18:04:07.868329+00
6226,Xã Phú Mãn,Thành phố Hà Nội,Huyện Quốc Oai,xa_phu_man,thanh_pho_ha_noi,991,09952,Xã Phú Cát,Thành phố Hà Nội,Hà Nội,,official,2026-03-31 18:04:07.868329+00
6227,Xã Đông Yên,Thành phố Hà Nội,Huyện Quốc Oai,xa_dong_yen,thanh_pho_ha_noi,991,09952,Xã Phú Cát,Thành phố Hà Nội,Hà Nội,,official,2026-03-31 18:04:07.868329+00
6228,Xã Hòa Thạch,Thành phố Hà Nội,Huyện Quốc Oai,xa_hoa_thach,thanh_pho_ha_noi,991,09952,Xã Phú Cát,Thành phố Hà Nội,Hà Nội,,official,2026-03-31 18:04:07.868329+00
6229,Xã Phú Cát,Thành phố Hà Nội,Huyện Quốc Oai,xa_phu_cat,thanh_pho_ha_noi,991,09952,Xã Phú Cát,Thành phố Hà Nội,Hà Nội,,official,2026-03-31 18:04:07.868329+00
6230,Xã Phú Cường,Tỉnh Đồng Tháp,Huyện Tam Nông,xa_phu_cuong,tinh_dong_thap,3025,30025,Xã Phú Cường,Đồng Tháp,Đồng Tháp,,official,2026-03-31 18:04:07.868329+00
6231,Xã Hoà Bình,Tỉnh Đồng Tháp,Huyện Tam Nông,xa_hoa_binh,tinh_dong_thap,3025,30025,Xã Phú Cường,Đồng Tháp,Đồng Tháp,,official,2026-03-31 18:04:07.868329+00
6232,Xã An Bình,Tỉnh Bình Dương,Huyện Phú Giáo,xa_an_binh,tinh_binh_duong,2561,25858,Xã Phú Giáo,Thành phố Hồ Chí Minh,Hồ Chí Minh,,official,2026-03-31 18:04:07.868329+00
6233,Thị trấn Phước Vĩnh,Tỉnh Bình Dương,Huyện Phú Giáo,thi_tran_phuoc_vinh,tinh_binh_duong,2561,25858,Xã Phú Giáo,Thành phố Hồ Chí Minh,Hồ Chí Minh,,official,2026-03-31 18:04:07.868329+00
6234,Xã Tam Lập,Tỉnh Bình Dương,Huyện Phú Giáo,xa_tam_lap,tinh_binh_duong,2561,25858,Xã Phú Giáo,Thành phố Hồ Chí Minh,Hồ Chí Minh,,official,2026-03-31 18:04:07.868329+00
6235,Xã Phú Lợi,Tỉnh Đồng Nai,Huyện Định Quán,xa_phu_loi,tinh_dong_nai,2603,26221,Xã Phú Hòa,Đồng Nai,Đồng Nai,,official,2026-03-31 18:04:07.868329+00
6236,Xã Phú Hòa,Tỉnh Đồng Nai,Huyện Định Quán,xa_phu_hoa,tinh_dong_nai,2603,26221,Xã Phú Hòa,Đồng Nai,Đồng Nai,,official,2026-03-31 18:04:07.868329+00
6237,Xã Phú Điền,Tỉnh Đồng Nai,Huyện Tân Phú,xa_phu_dien,tinh_dong_nai,2603,26221,Xã Phú Hòa,Đồng Nai,Đồng Nai,,official,2026-03-31 18:04:07.868329+00
6238,Xã Phú Thuận,Tỉnh An Giang,Huyện Thoại Sơn,xa_phu_thuan,tinh_an_giang,3102,30685,Xã Phú Hòa,An Giang,An Giang,,official,2026-03-31 18:04:07.868329+00
6239,Xã Vĩnh Chánh,Tỉnh An Giang,Huyện Thoại Sơn,xa_vinh_chanh,tinh_an_giang,3102,30685,Xã Phú Hòa,An Giang,An Giang,,official,2026-03-31 18:04:07.868329+00
6240,Thị trấn Phú Hoà,Tỉnh An Giang,Huyện Thoại Sơn,thi_tran_phu_hoa,tinh_an_giang,3102,30685,Xã Phú Hòa,An Giang,An Giang,,official,2026-03-31 18:04:07.868329+00
6241,Xã Hòa Hội,Tỉnh Phú Yên,Huyện Phú Hoà,xa_hoa_hoi,tinh_phu_yen,2093,22319,Xã Phú Hòa 1,Đắk Lắk,Đắk Lắk,,official,2026-03-31 18:04:07.868329+00
6242,Xã Hòa Định Đông,Tỉnh Phú Yên,Huyện Phú Hoà,xa_hoa_dinh_dong,tinh_phu_yen,2093,22319,Xã Phú Hòa 1,Đắk Lắk,Đắk Lắk,,official,2026-03-31 18:04:07.868329+00
6243,Thị trấn Phú Hoà,Tỉnh Phú Yên,Huyện Phú Hoà,thi_tran_phu_hoa,tinh_phu_yen,2093,22319,Xã Phú Hòa 1,Đắk Lắk,Đắk Lắk,,official,2026-03-31 18:04:07.868329+00
6244,Xã Hòa Định Tây,Tỉnh Phú Yên,Huyện Phú Hoà,xa_hoa_dinh_tay,tinh_phu_yen,2093,22319,Xã Phú Hòa 1,Đắk Lắk,Đắk Lắk,,official,2026-03-31 18:04:07.868329+00
6245,Xã Hòa Thắng,Tỉnh Phú Yên,Huyện Phú Hoà,xa_hoa_thang,tinh_phu_yen,2093,22319,Xã Phú Hòa 1,Đắk Lắk,Đắk Lắk,,official,2026-03-31 18:04:07.868329+00
6246,Xã Hòa Quang Bắc,Tỉnh Phú Yên,Huyện Phú Hoà,xa_hoa_quang_bac,tinh_phu_yen,2092,22303,Xã Phú Hòa 2,Đắk Lắk,Đắk Lắk,,official,2026-03-31 18:04:07.868329+00
6247,Xã Hòa Quang Nam,Tỉnh Phú Yên,Huyện Phú Hoà,xa_hoa_quang_nam,tinh_phu_yen,2092,22303,Xã Phú Hòa 2,Đắk Lắk,Đắk Lắk,,official,2026-03-31 18:04:07.868329+00
6248,Xã Hòa Trị,Tỉnh Phú Yên,Huyện Phú Hoà,xa_hoa_tri,tinh_phu_yen,2092,22303,Xã Phú Hòa 2,Đắk Lắk,Đắk Lắk,,official,2026-03-31 18:04:07.868329+00
6249,Xã Tân Thạnh Tây,Thành phố Hồ Chí Minh,Huyện Củ Chi,xa_tan_thanh_tay,thanh_pho_ho_chi_minh,2747,27541,Xã Phú Hòa Đông,Thành phố Hồ Chí Minh,Hồ Chí Minh,,official,2026-03-31 18:04:07.868329+00
6250,Xã Tân Thạnh Đông,Thành phố Hồ Chí Minh,Huyện Củ Chi,xa_tan_thanh_dong,thanh_pho_ho_chi_minh,2747,27541,Xã Phú Hòa Đông,Thành phố Hồ Chí Minh,Hồ Chí Minh,,official,2026-03-31 18:04:07.868329+00
6251,Xã Phú Hòa Đông,Thành phố Hồ Chí Minh,Huyện Củ Chi,xa_phu_hoa_dong,thanh_pho_ho_chi_minh,2747,27541,Xã Phú Hòa Đông,Thành phố Hồ Chí Minh,Hồ Chí Minh,,official,2026-03-31 18:04:07.868329+00
6252,Xã Phú Xuân,Thành phố Huế,Huyện Phú Vang,xa_phu_xuan,thanh_pho_hue,1828,19918,Xã Phú Hồ,Thành phố Huế,Huế,,official,2026-03-31 18:04:07.868329+00
6253,Xã Phú Lương,Thành phố Huế,Huyện Phú Vang,xa_phu_luong,thanh_pho_hue,1828,19918,Xã Phú Hồ,Thành phố Huế,Huế,,official,2026-03-31 18:04:07.868329+00
6254,Xã Phú Hồ,Thành phố Huế,Huyện Phú Vang,xa_phu_ho,thanh_pho_hue,1828,19918,Xã Phú Hồ,Thành phố Huế,Huế,,official,2026-03-31 18:04:07.868329+00
6255,Xã Phú Tân,Tỉnh Hậu Giang,Huyện Châu Thành,xa_phu_tan,tinh_hau_giang,3196,31378,Xã Phú Hữu,Thành phố Cần Thơ,Cần Thơ,,official,2026-03-31 18:04:07.868329+00
6256,Xã Đông Phước,Tỉnh Hậu Giang,Huyện Châu Thành,xa_dong_phuoc,tinh_hau_giang,3196,31378,Xã Phú Hữu,Thành phố Cần Thơ,Cần Thơ,,official,2026-03-31 18:04:07.868329+00
6257,Xã Phú Hữu,Tỉnh Hậu Giang,Huyện Châu Thành,xa_phu_huu,tinh_hau_giang,3196,31378,Xã Phú Hữu,Thành phố Cần Thơ,Cần Thơ,,official,2026-03-31 18:04:07.868329+00
6258,Xã Phú Hữu,Tỉnh An Giang,Huyện An Phú,xa_phu_huu,tinh_an_giang,3062,30352,Xã Phú Hữu,An Giang,An Giang,,official,2026-03-31 18:04:07.868329+00
6259,Xã Vĩnh Lộc,Tỉnh An Giang,Huyện An Phú,xa_vinh_loc,tinh_an_giang,3062,30352,Xã Phú Hữu,An Giang,An Giang,,official,2026-03-31 18:04:07.868329+00
6260,Thị trấn Cái Tàu Hạ,Tỉnh Đồng Tháp,Huyện Châu Thành,thi_tran_cai_tau_ha,tinh_dong_thap,3050,30244,Xã Phú Hựu,Đồng Tháp,Đồng Tháp,,official,2026-03-31 18:04:07.868329+00
6261,Xã Phú Hựu,Tỉnh Đồng Tháp,Huyện Châu Thành,xa_phu_huu,tinh_dong_thap,3050,30244,Xã Phú Hựu,Đồng Tháp,Đồng Tháp,,official,2026-03-31 18:04:07.868329+00
6262,Xã An Phú Thuận,Tỉnh Đồng Tháp,Huyện Châu Thành,xa_an_phu_thuan,tinh_dong_thap,3050,30244,Xã Phú Hựu,Đồng Tháp,Đồng Tháp,,official,2026-03-31 18:04:07.868329+00
6263,Xã An Hiệp,Tỉnh Đồng Tháp,Huyện Châu Thành,xa_an_hiep,tinh_dong_thap,3050,30244,Xã Phú Hựu,Đồng Tháp,Đồng Tháp,,official,2026-03-31 18:04:07.868329+00
6264,Xã An Nhơn,Tỉnh Đồng Tháp,Huyện Châu Thành,xa_an_nhon,tinh_dong_thap,3050,30244,Xã Phú Hựu,Đồng Tháp,Đồng Tháp,,official,2026-03-31 18:04:07.868329+00
6265,Xã Phú Khê,Tỉnh Phú Thọ,Huyện Cẩm Khê,xa_phu_khe,tinh_phu_tho,853,08398,Xã Phú Khê,Phú Thọ,Phú Thọ,,official,2026-03-31 18:04:07.868329+00
6266,Xã Hương Lung,Tỉnh Phú Thọ,Huyện Cẩm Khê,xa_huong_lung,tinh_phu_tho,853,08398,Xã Phú Khê,Phú Thọ,Phú Thọ,,official,2026-03-31 18:04:07.868329+00
6267,Xã Kim Thạch,Tỉnh Hà Giang,Huyện Vị Xuyên,xa_kim_thach,tinh_ha_giang,65,00706,Xã Phú Linh,Tuyên Quang,Tuyên Quang,,official,2026-03-31 18:04:07.868329+00
6268,Xã Phú Linh,Tỉnh Hà Giang,Huyện Vị Xuyên,xa_phu_linh,tinh_ha_giang,65,00706,Xã Phú Linh,Tuyên Quang,Tuyên Quang,,official,2026-03-31 18:04:07.868329+00
6269,Xã Kim Linh,Tỉnh Hà Giang,Huyện Vị Xuyên,xa_kim_linh,tinh_ha_giang,65,00706,Xã Phú Linh,Tuyên Quang,Tuyên Quang,,official,2026-03-31 18:04:07.868329+00
6270,Xã Kỳ Phú,Tỉnh Ninh Bình,Huyện Nho Quan,xa_ky_phu,tinh_ninh_binh,1342,14458,Xã Phú Long,Ninh Bình,Ninh Bình,,official,2026-03-31 18:04:07.868329+00
6271,Xã Phú Long,Tỉnh Ninh Bình,Huyện Nho Quan,xa_phu_long,tinh_ninh_binh,1342,14458,Xã Phú Long,Ninh Bình,Ninh Bình,,official,2026-03-31 18:04:07.868329+00
6272,Xã Phú Lâm,Tỉnh Đồng Nai,Huyện Tân Phú,xa_phu_lam,tinh_dong_nai,2595,26158,Xã Phú Lâm,Đồng Nai,Đồng Nai,,official,2026-03-31 18:04:07.868329+00
6273,Xã Thanh Sơn,Tỉnh Đồng Nai,Huyện Tân Phú,xa_thanh_son,tinh_dong_nai,2595,26158,Xã Phú Lâm,Đồng Nai,Đồng Nai,,official,2026-03-31 18:04:07.868329+00
6274,Xã Phú Bình,Tỉnh Đồng Nai,Huyện Tân Phú,xa_phu_binh,tinh_dong_nai,2595,26158,Xã Phú Lâm,Đồng Nai,Đồng Nai,,official,2026-03-31 18:04:07.868329+00
6275,Xã Phú Sơn,Tỉnh Đồng Nai,Huyện Tân Phú,xa_phu_son,tinh_dong_nai,2595,26158,Xã Phú Lâm,Đồng Nai,Đồng Nai,,official,2026-03-31 18:04:07.868329+00
6276,Xã Long Hoà,Tỉnh An Giang,Huyện Phú Tân,xa_long_hoa,tinh_an_giang,3071,30421,Xã Phú Lâm,An Giang,An Giang,,official,2026-03-31 18:04:07.868329+00
6277,Xã Phú Lâm,Tỉnh An Giang,Huyện Phú Tân,xa_phu_lam,tinh_an_giang,3071,30421,Xã Phú Lâm,An Giang,An Giang,,official,2026-03-31 18:04:07.868329+00
6278,Xã Phú Long,Tỉnh An Giang,Huyện Phú Tân,xa_phu_long,tinh_an_giang,3071,30421,Xã Phú Lâm,An Giang,An Giang,,official,2026-03-31 18:04:07.868329+00
6279,Xã Phú Lý,Tỉnh Đồng Nai,Huyện Vĩnh Cửu,xa_phu_ly,tinh_dong_nai,2597,26173,Xã Phú Lý,Đồng Nai,Đồng Nai,,official,2026-03-31 18:04:07.868329+00
6280,Xã Yên Lạc,Tỉnh Thái Nguyên,Huyện Phú Lương,xa_yen_lac,tinh_thai_nguyen,601,05611,Xã Phú Lương,Thái Nguyên,Thái Nguyên,,official,2026-03-31 18:04:07.868329+00
6281,Xã Động Đạt,Tỉnh Thái Nguyên,Huyện Phú Lương,xa_dong_dat,tinh_thai_nguyen,601,05611,Xã Phú Lương,Thái Nguyên,Thái Nguyên,,official,2026-03-31 18:04:07.868329+00
6282,Thị trấn Đu,Tỉnh Thái Nguyên,Huyện Phú Lương,thi_tran_du,tinh_thai_nguyen,601,05611,Xã Phú Lương,Thái Nguyên,Thái Nguyên,,official,2026-03-31 18:04:07.868329+00
6283,Thị trấn Giang Tiên,Tỉnh Thái Nguyên,Huyện Phú Lương,thi_tran_giang_tien,tinh_thai_nguyen,601,05611,Xã Phú Lương,Thái Nguyên,Thái Nguyên,,official,2026-03-31 18:04:07.868329+00
6284,Xã Đại Phú,Tỉnh Tuyên Quang,Huyện Sơn Dương,xa_dai_phu,tinh_tuyen_quang,276,02611,Xã Phú Lương,Tuyên Quang,Tuyên Quang,,official,2026-03-31 18:04:07.868329+00
6285,Xã Phú Lương,Tỉnh Tuyên Quang,Huyện Sơn Dương,xa_phu_luong,tinh_tuyen_quang,276,02611,Xã Phú Lương,Tuyên Quang,Tuyên Quang,,official,2026-03-31 18:04:07.868329+00
6286,Xã Tam Đa,Tỉnh Tuyên Quang,Huyện Sơn Dương,xa_tam_da,tinh_tuyen_quang,276,02611,Xã Phú Lương,Tuyên Quang,Tuyên Quang,,official,2026-03-31 18:04:07.868329+00
6287,Xã Phú Lạc,Tỉnh Thái Nguyên,Huyện Đại Từ,xa_phu_lac,tinh_thai_nguyen,621,05788,Xã Phú Lạc,Thái Nguyên,Thái Nguyên,,official,2026-03-31 18:04:07.868329+00
6288,Xã Phục Linh,Tỉnh Thái Nguyên,Huyện Đại Từ,xa_phuc_linh,tinh_thai_nguyen,621,05788,Xã Phú Lạc,Thái Nguyên,Thái Nguyên,,official,2026-03-31 18:04:07.868329+00
6289,Xã Tân Linh,Tỉnh Thái Nguyên,Huyện Đại Từ,xa_tan_linh,tinh_thai_nguyen,621,05788,Xã Phú Lạc,Thái Nguyên,Thái Nguyên,,official,2026-03-31 18:04:07.868329+00
6290,Xã Phú Lệ,Tỉnh Thanh Hóa,Huyện Quan Hóa,xa_phu_le,tinh_thanh_hoa,1384,14878,Xã Phú Lệ,Thanh Hóa,Thanh Hóa,,official,2026-03-31 18:04:07.868329+00
6291,Xã Phú Sơn,Tỉnh Thanh Hóa,Huyện Quan Hóa,xa_phu_son,tinh_thanh_hoa,1384,14878,Xã Phú Lệ,Thanh Hóa,Thanh Hóa,,official,2026-03-31 18:04:07.868329+00
6292,Xã Phú Thanh,Tỉnh Thanh Hóa,Huyện Quan Hóa,xa_phu_thanh,tinh_thanh_hoa,1384,14878,Xã Phú Lệ,Thanh Hóa,Thanh Hóa,,official,2026-03-31 18:04:07.868329+00
6293,Thị trấn Phú Lộc,Tỉnh Sóc Trăng,Huyện Thạnh Trị,thi_tran_phu_loc,tinh_soc_trang,3250,31756,Xã Phú Lộc,Thành phố Cần Thơ,Cần Thơ,,official,2026-03-31 18:04:07.868329+00
6294,Xã Thạnh Trị,Tỉnh Sóc Trăng,Huyện Thạnh Trị,xa_thanh_tri,tinh_soc_trang,3250,31756,Xã Phú Lộc,Thành phố Cần Thơ,Cần Thơ,,official,2026-03-31 18:04:07.868329+00
6295,Thị trấn Hưng Lợi,Tỉnh Sóc Trăng,Huyện Thạnh Trị,thi_tran_hung_loi,tinh_soc_trang,3250,31756,Xã Phú Lộc,Thành phố Cần Thơ,Cần Thơ,,official,2026-03-31 18:04:07.868329+00
6296,Xã Lộc Trì,Thành phố Huế,Huyện Phú Lộc,xa_loc_tri,thanh_pho_hue,1844,20107,Xã Phú Lộc,Thành phố Huế,Huế,,official,2026-03-31 18:04:07.868329+00
6297,Xã Lộc Bình,Thành phố Huế,Huyện Phú Lộc,xa_loc_binh,thanh_pho_hue,1844,20107,Xã Phú Lộc,Thành phố Huế,Huế,,official,2026-03-31 18:04:07.868329+00
6298,Thị trấn Phú Lộc,Thành phố Huế,Huyện Phú Lộc,thi_tran_phu_loc,thanh_pho_hue,1844,20107,Xã Phú Lộc,Thành phố Huế,Huế,,official,2026-03-31 18:04:07.868329+00
6299,Xã Phú Mỡ,Tỉnh Phú Yên,Huyện Đồng Xuân,xa_phu_mo,tinh_phu_yen,2069,22096,Xã Phú Mỡ,Đắk Lắk,Đắk Lắk,,official,2026-03-31 18:04:07.868329+00
6300,Xã Xuân Quang 1,Tỉnh Phú Yên,Huyện Đồng Xuân,xa_xuan_quang_1,tinh_phu_yen,2069,22096,Xã Phú Mỡ,Đắk Lắk,Đắk Lắk,,official,2026-03-31 18:04:07.868329+00
6301,Xã Phú Mỹ,Tỉnh Phú Thọ,Huyện Phù Ninh,xa_phu_my,tinh_phu_tho,840,08236,Xã Phú Mỹ,Phú Thọ,Phú Thọ,,official,2026-03-31 18:04:07.868329+00
6302,Xã Liên Hoa,Tỉnh Phú Thọ,Huyện Phù Ninh,xa_lien_hoa,tinh_phu_tho,840,08236,Xã Phú Mỹ,Phú Thọ,Phú Thọ,,official,2026-03-31 18:04:07.868329+00
6303,Xã Lệ Mỹ,Tỉnh Phú Thọ,Huyện Phù Ninh,xa_le_my,tinh_phu_tho,840,08236,Xã Phú Mỹ,Phú Thọ,Phú Thọ,,official,2026-03-31 18:04:07.868329+00
6304,Xã Phú Thuận,Tỉnh Cà Mau,Huyện Phú Tân,xa_phu_thuan,tinh_ca_mau,3316,32214,Xã Phú Mỹ,Cà Mau,Cà Mau,,official,2026-03-31 18:04:07.868329+00
6305,Xã Phú Mỹ,Tỉnh Cà Mau,Huyện Phú Tân,xa_phu_my,tinh_ca_mau,3316,32214,Xã Phú Mỹ,Cà Mau,Cà Mau,,official,2026-03-31 18:04:07.868329+00
6306,Xã Phú Nghĩa,Tỉnh Bình Phước,Huyện Bù Gia Mập,xa_phu_nghia,tinh_binh_phuoc,2479,25267,Xã Phú Nghĩa,Đồng Nai,Đồng Nai,,official,2026-03-31 18:04:07.868329+00
6307,Xã Phú Văn,Tỉnh Bình Phước,Huyện Bù Gia Mập,xa_phu_van,tinh_binh_phuoc,2479,25267,Xã Phú Nghĩa,Đồng Nai,Đồng Nai,,official,2026-03-31 18:04:07.868329+00
6308,Xã Đức Hạnh,Tỉnh Bình Phước,Huyện Bù Gia Mập,xa_duc_hanh,tinh_binh_phuoc,2479,25267,Xã Phú Nghĩa,Đồng Nai,Đồng Nai,,official,2026-03-31 18:04:07.868329+00
6309,Xã Đông Sơn,Thành phố Hà Nội,Huyện Chương Mỹ,xa_dong_son,thanh_pho_ha_noi,997,10030,Xã Phú Nghĩa,Thành phố Hà Nội,Hà Nội,,official,2026-03-31 18:04:07.868329+00
6310,Xã Đông Phương Yên,Thành phố Hà Nội,Huyện Chương Mỹ,xa_dong_phuong_yen,thanh_pho_ha_noi,997,10030,Xã Phú Nghĩa,Thành phố Hà Nội,Hà Nội,,official,2026-03-31 18:04:07.868329+00
6311,Xã Phú Nghĩa,Thành phố Hà Nội,Huyện Chương Mỹ,xa_phu_nghia,thanh_pho_ha_noi,997,10030,Xã Phú Nghĩa,Thành phố Hà Nội,Hà Nội,,official,2026-03-31 18:04:07.868329+00
6312,Xã Thanh Bình,Thành phố Hà Nội,Huyện Chương Mỹ,xa_thanh_binh,thanh_pho_ha_noi,997,10030,Xã Phú Nghĩa,Thành phố Hà Nội,Hà Nội,,official,2026-03-31 18:04:07.868329+00
6313,Xã Trung Hòa,Thành phố Hà Nội,Huyện Chương Mỹ,xa_trung_hoa,thanh_pho_ha_noi,997,10030,Xã Phú Nghĩa,Thành phố Hà Nội,Hà Nội,,official,2026-03-31 18:04:07.868329+00
6314,Xã Trường Yên,Thành phố Hà Nội,Huyện Chương Mỹ,xa_truong_yen,thanh_pho_ha_noi,997,10030,Xã Phú Nghĩa,Thành phố Hà Nội,Hà Nội,,official,2026-03-31 18:04:07.868329+00
6315,Xã Tam Dân,Tỉnh Quảng Nam,Huyện Phú Ninh,xa_tam_dan,tinh_quang_nam,1874,20392,Xã Phú Ninh,Thành phố Đà Nẵng,Đà Nẵng,,official,2026-03-31 18:04:07.868329+00
6316,Xã Tam Đại,Tỉnh Quảng Nam,Huyện Phú Ninh,xa_tam_dai,tinh_quang_nam,1874,20392,Xã Phú Ninh,Thành phố Đà Nẵng,Đà Nẵng,,official,2026-03-31 18:04:07.868329+00
6317,Xã Tam Lãnh,Tỉnh Quảng Nam,Huyện Phú Ninh,xa_tam_lanh,tinh_quang_nam,1874,20392,Xã Phú Ninh,Thành phố Đà Nẵng,Đà Nẵng,,official,2026-03-31 18:04:07.868329+00
6318,Xã Phú Phụng,Tỉnh Bến Tre,Huyện Chợ Lách,xa_phu_phung,tinh_ben_tre,2894,28879,Xã Phú Phụng,Vĩnh Long,Vĩnh Long,,official,2026-03-31 18:04:07.868329+00
6319,Xã Vĩnh Bình,Tỉnh Bến Tre,Huyện Chợ Lách,xa_vinh_binh,tinh_ben_tre,2894,28879,Xã Phú Phụng,Vĩnh Long,Vĩnh Long,,official,2026-03-31 18:04:07.868329+00
6320,Xã Sơn Định,Tỉnh Bến Tre,Huyện Chợ Lách,xa_son_dinh,tinh_ben_tre,2894,28879,Xã Phú Phụng,Vĩnh Long,Vĩnh Long,,official,2026-03-31 18:04:07.868329+00
6321,Xã Lộc Hòa,Tỉnh Vĩnh Long,Huyện Long Hồ,xa_loc_hoa,tinh_vinh_long,2980,29611,Xã Phú Quới,Vĩnh Long,Vĩnh Long,,official,2026-03-31 18:04:07.868329+00
6322,Xã Hòa Phú,Tỉnh Vĩnh Long,Huyện Long Hồ,xa_hoa_phu,tinh_vinh_long,2980,29611,Xã Phú Quới,Vĩnh Long,Vĩnh Long,,official,2026-03-31 18:04:07.868329+00
6323,Xã Phú Quới,Tỉnh Vĩnh Long,Huyện Long Hồ,xa_phu_quoi,tinh_vinh_long,2980,29611,Xã Phú Quới,Vĩnh Long,Vĩnh Long,,official,2026-03-31 18:04:07.868329+00
6324,Xã Thạnh Quới,Tỉnh Vĩnh Long,Huyện Long Hồ,xa_thanh_quoi,tinh_vinh_long,2980,29611,Xã Phú Quới,Vĩnh Long,Vĩnh Long,,official,2026-03-31 18:04:07.868329+00
6325,Xã Bù Nho,Tỉnh Bình Phước,Huyện Phú Riềng,xa_bu_nho,tinh_binh_phuoc,2476,25252,Xã Phú Riềng,Đồng Nai,Đồng Nai,,official,2026-03-31 18:04:07.868329+00
